238, 618825.413, 4204209.554, 0.59, 0.76, 2.38, 2.81, 3.26, 1.96  
239, 618825.36, 4204204.174, 0.47, 0.57, 2.24, 2.63, 3.11, 1.80  
240, 618825.239, 4204198.96, 0.33, 0.36, 2.10, 2.44, 2.94, 1.63  
241, 618825.708, 4204193.845, 1.02, 1.42, 2.83, 3.43, 3.80, 2.50  
242, 618826.054, 4204188.488, 0.74, 0.99, 2.54, 3.03, 3.45, 2.15  
243, 618826.354, 4204183.539, 0.90, 1.24, 2.71, 3.26, 3.65, 2.35  
244, 618826.922, 4204178.506, 1.32, 1.88, 3.16, 3.86, 4.18, 2.88  
245, 618827.691, 4204175.222, 1.24, 1.76, 3.07, 3.74, 4.07, 2.77  
246, 618831.876, 4204175.402, 1.64, 2.38, 3.50, 4.32, 4.58, 3.29  
247, 618837.019, 4204176.089, 1.11, 1.57, 2.93, 3.56, 3.92, 2.62  
248, 618841.932, 4204177.284, 1.26, 1.79, 3.09, 3.77, 4.10, 2.80  
249, 618847.23, 4204177.07, 1.35, 1.94, 3.19, 3.91, 4.22, 2.92  
250, 618852.6, 4204177.664, 1.53, 2.21, 3.38, 4.16, 4.45, 3.15  
251, 618858.1, 4204177.41, 1.19, 1.68, 3.02, 3.67, 4.01, 2.71  
252, 618863.322, 4204177.468, 1.40, 2.01, 3.24, 3.97, 4.28, 2.98  
253, 618868.846, 4204178.268, 1.42, 2.03, 3.26, 4.00, 4.30, 3.00  
254, 618874.304, 4204177.187, 1.50, 2.16, 3.35, 4.12, 4.41, 3.11  
255, 618879.544, 4204178.223, 1.58, 2.29, 3.44, 4.23, 4.51, 3.21  
256, 618885.339, 4204177.154, 1.21, 1.72, 3.04, 3.71, 4.05, 2.75  
257, 618890.73, 4204178.37, 1.66, 2.41, 3.52, 4.34, 4.60, 3.31  
258, 618896.134, 4204177.891, 1.55, 2.25, 3.41, 4.19, 4.47, 3.17  
259, 618901.697, 4204178.719, 1.63, 2.36, 3.49, 4.30, 4.57, 3.27  
260, 618906.833, 4204179.141, 1.67, 2.43, 3.54, 4.37, 4.63, 3.33  
