 620424.465, 4202071.846, 125, 2
 620096.639, 4202037.552, 254, 3
 620183.828, 4202007.598, 403, 4
 620100.64, 4201912.588, 709, 7
 620194.133, 4201912.872, 730, 7
 620377.924, 4201882.046, 807, 8
 620132.314, 4201786.146, 1176, 11
 620270.063, 4201787.501, 1205, 11
 620006.941, 4201754.433, 1338, 12
 620132.83, 4201594.265, 1819, 17
 619974.569, 4201530.807, 1990, 19
 620305.795, 4201530.879, 2071, 19
