 620424.092, 4202071.857, 126, 2
 620039.573, 4202070.049, 220, 2
 620216.874, 4201976.167, 505, 5
 620343.674, 4201944.199, 596, 6
 620073.683, 4201912.156, 703, 7
 620406.242, 4201817.955, 1029, 10
 620103.915, 4201816.533, 1099, 10
 620011.382, 4201754.02, 1337, 12
 620300.295, 4201692.607, 1492, 14
 619987.617, 4201593.645, 1787, 17
 620161.492, 4201530.222, 2038, 19
 620343.861, 4201531.19, 2080, 19
