 620424.092, 4202071.857, "1234-126"
 620039.573, 4202070.049, "1234-220"
 620216.874, 4201976.167, "1234-505"
 620343.674, 4201944.199, "1234-596"
 620073.683, 4201912.156, "1234-703"
 620406.242, 4201817.955, "1234-1029"
 620103.915, 4201816.533, "1234-1099"
 620011.382, 4201754.02, "1234-1337"
 620300.295, 4201692.607, "1234-1492"
 619987.617, 4201593.645, "1234-1787"
 620161.492, 4201530.222, "1234-2038"
 620343.861, 4201531.19, "1234-2080"
